Name,Score,RowID
Shmt2,0.0005443947045359,1
Psme1,0.000543440728506,1
Ahcy,0.0005433614328341,1
Aldh2,0.0005417020073222,1
Sult1a1,0.000541610996005,1
Glo1,0.0005396270374076,1
Cyp2c70,0.0005384727586174,1
Commd1,0.0005382653494821,1
Gsta4,0.00053762192692,1
Psma6,0.0005376081182189,1
Ndufb4,0.000537380953829,1
Aldh7a1,0.0005370145149992,1
Gadd45gip1,0.000535062213898,1
Sdhb,0.0005346869601637,1
Hibch,0.0005340861337393,1
Osbpl9,0.000533205729459,1
Tomm7,0.0005327550090198,1
Aco1,0.0005325903147047,1
Idh1,0.0005303648162911,1
Uqcc2,0.0005299112663291,1
Cpt2,0.0005293962717995,1
Btf3,0.0005292674667928,1
Lgals9,0.0005291774333009,1
Hagh,0.0005288433823956,1
Pomp,0.0005285132070937,1
Aldh1a1,0.0005284366876056,1
Ubl5,0.0005278062056849,1
Gls2,0.0005264457309854,1
Akr1d1,0.0005261942765322,1
Psmb7,0.0005260117553262,1
Dbt,0.0005246061361548,1
Fech,0.0005230608973119,1
Ufc1,0.0005226875445669,1
Fis1,0.000522679242959,1
Nit2,0.0005225674121532,1
Micos13,0.0005221594324213,1
Sdhc,0.0005201126702106,1
Gabarap,0.0005193441712188,1
Atp5l,0.0005172185749466,1
Adk,0.0005169152236926,1
Serpinb1a,0.0005166456753535,1
Gnpnat1,0.0005165916627621,1
Scly,0.0005159988113121,1
Morf4l1,0.0005155632898322,1
Grpel1,0.0005150850957888,1
Hao2,0.0005147915827153,1
Ppdpf,0.0005134498787609,1
Pdcd4,0.00051257054201,1
Dynlrb1,0.0005110561551531,1
Cox5a,0.0005095616156302,1
Ube2l3,0.0005091901301227,1
Naprt,0.0005091691314067,1
Arcn1,0.0005091189113498,1
Mtx2,0.0005086012432816,1
H1f4,0.0005083822537628,1
Atp5g3,0.0005081932453727,1
Snx3,0.0005077817929285,1
Rdx,0.000507766660243,1
Smdt1,0.0005073577653034,1
Akr1c13,0.0005068694062095,1
Rab17,0.0005052471110241,1
Pgk1,0.0005047797613163,1
Rab7,0.0005042873446269,1
Car1,0.0005029496546727,1
Atp5k,0.0005029479959703,1
Adssl1,0.0005022279995521,1
Uqcrq,0.0005019732421074,1
Srp9,0.0005010485618101,1
Cbs,0.0005008184603082,1
Fbxo21,0.00050017489211,1
Hacl1,0.0004998776975628,1
Nipsnap3b,0.0004988626847113,1
Gatd3a,0.0004987737111189,1
Cwc15,0.0004973644505154,1
Rp9,0.0004969103082148,1
Ndufa7,0.000496541800335,1
Sfxn1,0.0004950114379802,1
Dmgdh,0.0004931383782556,1
Tomm6,0.0004929587935096,1
Pnp,0.0004928965357722,1
Sdhd,0.0004927818209056,1
Gcat,0.0004924192655245,1
Sf3b6,0.0004920950620314,1
Coq8a,0.00049194192118,1
Sdha,0.0004914726695796,1
Nadk,0.0004910040546955,1
Etfdh,0.0004902783370271,1
Atp5j,0.0004894854301214,1
Gclm,0.000489391267954,1
Gch1,0.0004889734414749,1
Cmpk1,0.0004886664865114,1
Coq9,0.0004874344263672,1
Adh4,0.0004870572419848,1
H2az2,0.0004867887396455,1
