target_name	program_name	log2FC	p-value	adj_pval
Apoc4	2	0.11517371778133481	0.47452639822241904	0.7900995435762169
Apoe	2	0.29376181784705035	0.8004885498466141	0.8808195033612226
Apoh	2	0.19241440436849105	0.9773136458040605	0.9123567797464062
Ar_1	2	0.19373778666133334	0.9235431208372793	0.9061656542385134
Ar_2	2	0.219395812471114	1.0022338379770253	0.919252179039873
Arhgef18	2	0.11332020769699767	0.48176828692232776	0.7932469883174712
Arrdc2	2	0.2449103064275518	0.6681283420400959	0.8500036596451757
Asl	2	0.18514972335741153	0.9273398897900431	0.9067401684252446
Atf3	2	0.34043903678691995	0.14479142981099669	0.5743605545829564
Atf4	2	0.3570165022914112	0.07246982498230281	0.4519539283467747
Atf6	2	-0.2520781453024039	0.000814568645275932	0.02878242259777345
Atg5	2	0.21384770879131088	0.5947104104726813	0.8298432459242205
Atg7	2	0.07983295023535959	0.27177680892199824	0.6913813787012847
Atp2a2	2	0.2701053230169989	0.39700118959000447	0.7596114640488149
Atpaf2	2	0.16729487019665445	0.7220650418797179	0.8616855457971441
Axin2	2	0.3085147946422129	0.2298499122735122	0.6630353778237613
BC005624	2	0.09150723553237067	0.6601627398327402	0.8472622984478303
Babam2	2	0.07176665663804394	0.09352305160876204	0.49878399127077766
Bcl2l1_1	2	0.28416593957355996	0.3221669631395508	0.7207420926270786
Bcl2l1_2	2	-0.05101303703230123	0.027466517652771437	0.2993970698436296
Bcl3	2	0.22070905906777682	0.7543808470096192	0.8709631828495721
Bloc1s2	2	0.03979979054601937	0.11121351104163145	0.5287980990589971
C130074G19Rik	2	-0.03424821553702061	0.025502975195479394	0.28826102404732407
Cat	2	0.01822650660549586	0.21704641283375326	0.6533323523270834
Cblc	2	0.09771030929955475	0.2728552839767861	0.6926055155769698
Cd47	2	0.044042306456152154	0.10223930092656122	0.5123724736558709
Cebpz	2	0.22500858545016733	0.5225438987564553	0.8088517690905039
Chid1	2	0.037119908187647335	0.20041615399755444	0.6387721699898702
Chp1	2	-0.05653901789444964	0.07878498226413469	0.4639963737719496
